Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
ratspub,0.500,"a webservice aided by deep learning to mine PubMed for addiction-related genes.

RatsPub: Relationship with Addiction Through Searches of PubMed.

RatsPub searches PubMed to find sentences that contain the query terms (e.g., gene symbols) and a drug addiction related keyword. Over 300 of these keywords are organized into six categories:.

RatsPub is a tool to efficiently and comprehensively answer the question ""What do we know about these genes and addiction?"".

RatsPub answers this question by searching PubMed to find sentences containing the query terms (i.e., gene symbols) and over 300 drug addiction-related keywords that are organized into six categories. Data from NHGRI-EBI GWAS catalog are also included in the search. These gene-keyword relationships are presented as an interactive graph and a table.","['GWAS study', 'Natural language processing', 'Machine learning', 'Metabolomics', 'Ontology and terminology']",[],0.0,http://rats.pub,https://bio.tools/ratspub,339.0,215.0,289.4
loinc2hpo,0.500,Annotation tool that recommends candidate Human Phenotype Ontology (HPO) terms to a LOINC (Laboratory Observation Identifier Names and Codes) test based on lexical matching between HPO term definitions and the name of a laboratory test.,"['Rare diseases', 'Genotype and phenotype', 'Ontology and terminology', 'Biomarkers']",['Library'],0.0,https://github.com/TheJacksonLaboratory/loinc2hpoAnnotation/issues,https://bio.tools/loinc2hpo,339.0,215.0,289.4
hipathia,0.500,Hipathia is a method for the computation of signal transduction along signaling pathways from transcriptomic data. The method is based on an iterative algorithm which is able to compute the signal intensity passing through the nodes of a network by taking into account the level of expression of each gene and the intensity of the signal arriving to it. It also provides a new approach to functional analysis allowing to compute the signal arriving to the functions annotated to each pathway.,"['Molecular interactions, pathways and networks', 'Ontology and terminology', 'Gene expression']",['Library'],12.0,http://bioconductor.org/packages/hipathia/,https://bio.tools/hipathia,339.0,270.0,311.4
biomoby,0.500,"BioMOBY is an international research project involving biological data hosts, biological data service providers, and coders whose aim is to explore various methodologies for biological data representation, distribution, and discovery.","['Informatics', 'Molecular interactions, pathways and networks', 'Sequence assembly', 'Database management', 'Ontology and terminology']",['Web application'],290.0,,https://bio.tools/biomoby,339.0,335.0,337.4
coeus,0.500,"Semantic web application network that combines a set of algorithms to streamline the creation of new semantic web-based knowledge management systems. In a single package, it provides the tools to create new applications, including advanced integration connectors for different data sources along with ontology mapping techniques.","['Informatics', 'Data integration and warehousing', 'Rare diseases', 'Ontology and terminology', 'Software engineering']","['Web application', 'Database portal']",31.0,https://github.com/bioinformatics-ua/COEUS,https://bio.tools/coeus,339.0,294.0,321.0
genex_ontology,0.500,"Enabling semantic queries across federated bioinformatics databases.

Ontology Documentation generated by WIDOCO.

Gene expression (GenEx) semantic model.","['Database management', 'Ontology and terminology', 'Gene expression']",[],1.0,,https://bio.tools/genex_ontology,339.0,227.0,294.20000000000005
go2vec,0.500,"transforming GO terms and proteins to vector representations via graph embeddings.

BACKGROUND:Semantic similarity between Gene Ontology (GO) terms is a fundamental measure for many bioinformatics applications, such as determining functional similarity between genes or proteins. Most previous research exploited information content to estimate the semantic similarity between GO terms; recently some research exploited word embeddings to learn vector representations for GO terms from a large-scale corpus. In this paper, we proposed a novel method, named GO2Vec, that exploits graph embeddings to learn vector representations for GO terms from GO graph. GO2Vec combines the information from both GO graph and GO annotations, and its learned vectors can be applied to a variety of bioinformatics applications, such as calculating functional similarity between proteins and predicting protein-protein interactions","['Protein interactions', 'Ontology and terminology', 'Machine learning', 'Model organisms']",['Command-line tool'],1.0,,https://bio.tools/go2vec,339.0,227.0,294.20000000000005
belief,0.500,BELIEF (Biological Expression Language Information Extraction WorkFlow) is a semi-automated workflow for BEL network creation. It embeds an information extraction workflow with state-of-the-art named entity recognition (NER) and relation extraction (RE) methods.,"['Natural language processing', 'Machine learning', 'Workflows', 'Genotype and phenotype', 'Ontology and terminology']",['Web application'],0.0,,https://bio.tools/belief,339.0,215.0,289.4
gosemsim,0.500,"The semantic comparisons of Gene Ontology (GO) annotations provide quantitative ways to compute similarities between genes and gene groups, and have became an important basis for many bioinformatics analysis approaches. This R package analyzes the semantic similarity computation among GO terms, sets of GO terms, gene products and gene clusters.",['Ontology and terminology'],"['Command-line tool', 'Library']",288.0,https://guangchuangyu.github.io/GOSemSim,https://bio.tools/gosemsim,339.0,334.0,337.0
gofuncr,0.500,"It performs a gene ontology enrichment analysis based on the ontology enrichment software FUNC. GO-annotations are obtained from OrganismDb or OrgDb packages; the GO-graph is included in the package and updated regularly. GOfuncR provides the standard candidate vs. background enrichment analysis using the hypergeometric test, as well as three additional tests.",['Ontology and terminology'],['Library'],0.0,http://bioconductor.org/packages/GOfuncR/,https://bio.tools/gofuncr,339.0,215.0,289.4
gorilla,0.500,Tool for identifying and visualizing enriched GO terms in ranked lists of genes.,"['Molecular interactions, pathways and networks', 'Ontology and terminology', 'Functional genomics']",['Web application'],1230.0,,https://bio.tools/gorilla,339.0,356.0,345.8
g2g,0.500,G2G is a tool to predict genetic interactions that is based on mapping genes to Gene Ontology (GO) terms and using this mapping for genotype to phenotype predictions.,"['Molecular interactions, pathways and networks', 'Mapping', 'Model organisms', 'Ontology and terminology', 'Gene expression']",['Web application'],0.0,,https://bio.tools/g2g,339.0,215.0,289.4
floritaly,0.500,"FlorItaly is a data portal for the flora of Italy. This portal organises nomenclatural and distributional data from the recent checklists of the Italian native and alien vascular plants (and their subsequent updatings), with links to resources from other projects.","['Biodiversity', 'Plant biology', 'Ontology and terminology']",['Database portal'],0.0,,https://bio.tools/floritaly,339.0,215.0,289.4
a4preproc,0.500,"An R package of the ""a4"" packages collection. It is used for microarray data preprocessing where annotation information is added to experimental result data.","['Ontology and terminology', 'Microarray experiment']","['Command-line tool', 'Library']",671.0,,https://bio.tools/a4preproc,339.0,348.0,342.6
foldgo,0.500,FoldGO is a web tool for fold-change-specific functional enrichment analysis of transcriptome. FoldGO identifies gene ontology (GO) terms specifically enriched in sets of genes with a similar fold-changes in response to a stimulus.,"['Transcription factors and regulatory sites', 'Gene regulation', 'RNA-Seq', 'Ontology and terminology', 'Transcriptomics']",['Web application'],0.0,,https://bio.tools/foldgo,339.0,215.0,289.4
ontocat,0.500,"This package provides a simple interface to ontologies described in widely used standard formats, stored locally in the filesystem or accessible online.","['Function analysis', 'Ontology and terminology']","['Command-line tool', 'Library']",6.0,,https://bio.tools/ontocat,339.0,253.0,304.6
bioecs,0.500,"An ad hoc search engine to help biologists to isolate EST clusters corresponding to their research target, based on cross references between TIGR and Unigene.","['Sequences', 'References', 'EST', 'Biology', 'Ontology and terminology']",['Desktop application'],0.0,http://www.mybiosoftware.com/bioecs-1-0-biology-easy-cluster-search.html,https://bio.tools/bioecs,339.0,215.0,289.4
ontogetobsolete,0.500,Get ontology ontology terms.,['Ontology and terminology'],['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/ontogetobsolete,339.0,378.0,354.6
classyfire,0.500,"A webapplication for automated structural classification of chemical entities. This application uses a rule-based approach that relies on a comprehensible, comprehensive, and computable chemical taxonomy.","['Taxonomy', 'Small molecules', 'Cheminformatics', 'Chemistry', 'Ontology and terminology']","['Web application', 'Web API']",0.0,,https://bio.tools/classyfire,339.0,215.0,289.4
anddigest,0.500,"A web-based module of ANDSystem for the search of knowledge in the scientific literature.
The rapid growth of scientific literature has rendered the task of finding relevant information one of the critical problems in almost any research. Search engines, like Google Scholar, Web of Knowledge, PubMed, Scopus, and others, are highly effective in document search; however, they do not allow knowledge extraction. In contrast to the search engines, text-mining systems provide extraction of knowledge with representations in the form of semantic networks. Of particular interest are tools performing a full cycle of knowledge management and engineering, including automated retrieval, integration, and representation of knowledge in the form of semantic networks, their visualization, and analysis. STRING, Pathway Studio, MetaCore, and others are well-known examples of such products","['Molecular interactions, pathways and networks', 'Natural language processing', 'Machine learning', 'Data mining', 'Ontology and terminology']",[],0.0,,https://bio.tools/anddigest,339.0,215.0,289.4
