Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
nl4dv,0.188,"A Toolkit for Generating Analytic Specifications for Data Visualization from Natural Language Queries.

NL4DV is a Python toolkit that takes a natural language (NL) query about a given dataset as input and outputs a structured JSON object containing Data attributes, Analytic tasks, and Visualizations (Vega-Lite specifications).","['Data visualisation', 'Natural language processing', 'Machine learning']",['Command-line tool'],0.0,https://nl4dv.github.io/nl4dv/showcase.html,https://bio.tools/nl4dv,228.0,315.0,262.79999999999995
pedl,0.188,PEDL is a method for predicting protein-protein assocations from text. extracting protein-protein associations using deep language models and distant supervision.,"['Molecular interactions, pathways and networks', 'Natural language processing', 'Machine learning', 'Proteins']",[],0.0,,https://bio.tools/pedl,228.0,315.0,262.79999999999995
medextractr,0.188,"A medication extraction algorithm for electronic health records using the R programming language | Objective: We developed medExtractR, a natural language processing system to extract medication dose and timing information from clinical notes. Our system facilitates creation of medication-specific research datasets from electronic health records. Materials and Methods: Written using the R programming language, medExtractR combines lexicon dictionaries and regular expression patterns to identify relevant medication information ('drug entities'). The system is designed to extract particular medications of interest, rather than all possible medications mentioned in a clinical note. MedExtractR was developed on notes from Vanderbilt University's Synthetic Derivative, using two medications (tacrolimus and lamotrigine) prescribed with varying complexity, and with a third drug (allopurinol) used for testing generalizability of results","['Pharmacology', 'Medical imaging', 'Natural language processing']",['Library'],0.0,,https://bio.tools/medextractr,228.0,315.0,262.79999999999995
digsee,0.188,Web server for understanding the association between diseases and genes. This cancer version searches Medline abstracts for evidence sentences describing the genes involved in the development of cancer through biological events.,"['Pathology', 'Molecular interactions, pathways and networks', 'Oncology', 'Gene expression']",['Web application'],20.0,,https://bio.tools/digsee,228.0,434.0,310.4
kccg patient archive,0.188,"A platform developed by Kinghorn Center of Clinical Genomics (KCCG) for managing, sharing and discussing patient cases (clinical and genomic information).","['Pathology', 'Rare diseases', 'Data integration and warehousing', 'Medical informatics', 'Genotype and phenotype']","['Web application', 'Workbench']",134.0,,https://bio.tools/kccg patient archive,228.0,530.0,348.79999999999995
pangaea,0.188,"A modular and extensible collection of tools for mining context-dependent gene relationships from the biomedical literature.

The tool extracts gene relations from PubMed abstracts and outputs the results in both CSV and JSON format.","['Workflows', 'Molecular interactions, pathways and networks', 'Natural language processing']",[],0.0,,https://bio.tools/pangaea,228.0,315.0,262.79999999999995
sembionlqa,0.188,"A semantic biomedical question answering system for retrieving exact and ideal answers to natural language questions.

SemBioNLQA - Semantic Biomedical Natural Language Question Answering - has the ability to handle the kinds of yes/no questions, factoid questions, list questions and summary questions that are commonly asked in the biomedical domain. It consists of question classification, document retrieval, passage retrieval and answer extraction modules. It is aimed to be able to accept a variety of natural language questions and to generate appropriate natural language answers by providing both exact and ideal answers (paragraph-sized summaries). It provides exact answers “yes” or “no” for yes/no questions, biomedical named entities for factoid questions, and a list of biomedical named entities for list questions. In addition to exact answers for yes/no, factoid and list questions, SemBioNLQA also returns ideal answers, while it retrieves only ideal answers for summary questions.","['Medical informatics', 'Natural language processing', 'Machine learning']",[],0.0,,https://bio.tools/sembionlqa,228.0,315.0,262.79999999999995
flute,0.188,The FiLter for Understanding True Events (FLUTE) is a fast and reliable knowledge retrieval from biomedical literature. The tool uses public protein interaction databases to filter interactions that have been extracted by machines from databases such as PubMed and score them for accuracy. Confidence in the interactions allows for rapid and accurate model assembly.,"['Protein interactions', 'Natural language processing', 'Protein interaction experiment']",['Command-line tool'],0.0,,https://bio.tools/flute,228.0,315.0,262.79999999999995
ddimdl,0.188,DDIMDL is a multimodal deep learning framework for predicting drug-drug interaction events. DDIMDL builds multimodal deep learning framework with multiple features of drugs to predict drug-drug-interaction (DDI) events.,"['Molecular interactions, pathways and networks', 'Machine learning', 'Small molecules', 'Enzymes', 'Drug metabolism']",['Command-line tool'],0.0,,https://bio.tools/ddimdl,228.0,315.0,262.79999999999995
gimli,0.188,Open source and high-performance biomedical name recognition.,"['Natural language processing', 'Machine learning']",['Desktop application'],59.0,,https://bio.tools/gimli,228.0,494.0,334.4
etm-db,0.188,"Iintegrated Ethiopian traditional herbal medicine and phytochemicals database | ETM-DB is a free, online relational database containing Ethiopian herbal medicine, related compounds and target gene/proteins. Ethiopia is endowed with an affluence of botanical remedies that have proven useful over a long time, especially in the rural areas where modern health care is much less accessible. It is estimated that about 80% of the Ethiopian population, predominantly in the rural areas, use traditional medicine. There are about 6,500-7,500 plant species in Ethiopia, of which an estimated 12% are endemic to Ethiopia","['Endocrinology and metabolism', 'Complementary medicine', 'Critical care medicine']",['Database portal'],0.0,,https://bio.tools/etm-db,228.0,315.0,262.79999999999995
simconcept,0.188,A hybrid approach by integrating a machine learning model  with a pattern identification strategy to identify individual mentions from a composite named entity.,"['Data mining', 'Machine learning', 'Data identity and mapping']",['Command-line tool'],5.0,http://www.mybiosoftware.com/simconcept-hybrid-approach-for-simplifying-composite-named-entities-in-biomedical-text.html,https://bio.tools/simconcept,228.0,377.0,287.6
vist,0.188,a Variant-Information Search Tool for precision oncology | The Variant Information Search Tool developed @ WBI,"['Personalised medicine', 'Oncology', 'Preclinical and clinical studies']",[],0.0,,https://bio.tools/vist,228.0,315.0,262.79999999999995
deepeventmine,0.188,DeepEventMine is a tool for end-to-end neural nested event extraction from biomedical texts.,"['Epigenetics', 'Molecular interactions, pathways and networks', 'Natural language processing', 'Machine learning']",['Script'],0.0,,https://bio.tools/deepeventmine,228.0,315.0,262.79999999999995
lp-hclus,0.188,"Prediction of new associations between ncRNAs and diseases exploiting multi-type hierarchical clustering.

The system LP-HCLUS and all the necessary files(lphclus.zip).","['Functional, regulatory and non-coding RNA', 'Oncology', 'Gene transcripts', 'Pathology']",['Command-line tool'],0.0,,https://bio.tools/lp-hclus,228.0,315.0,262.79999999999995
beere,0.188,"Tool for Biomedical Entity Expansion, Ranking, and Exploration.","['Molecular interactions, pathways and networks', 'Genotype and phenotype', 'Medical informatics']",['Web application'],0.0,,https://bio.tools/beere,228.0,315.0,262.79999999999995
drar-cpi,0.188,DRAR-CPI is a web server for the identification of drug repositioning and adverse drug reactions using mining of a chemical-protein interactome.,"['Safety sciences', 'Drug discovery', 'Preclinical and clinical studies', 'Small molecules', 'Drug development']",['Web application'],143.0,,https://bio.tools/drar-cpi,228.0,533.0,350.0
gedex,0.188,"A consensus Gene-disease Event Extraction System based on frequency patterns and supervised learning.

Abstract Motivation The genetic mechanisms involved in human diseases are fundamental in biomedical research. Several databases with curated associations between genes and diseases have emerged in the last decades. Although, due to the demanding and time consuming nature of manual curation of literature, they still lack large amounts of information. Current automatic approaches extract associations by considering each abstract or sentence independently. This approach could potentially lead to contradictions between individual cases. Therefore, there is a current need for automatic strategies that can provide a literature consensus of gene-disease associations, and are not prone to making contradictory predictions","['Pathology', 'Respiratory medicine', 'Literature and language', 'GWAS study', 'Machine learning']",['Command-line tool'],0.0,,https://bio.tools/gedex,228.0,315.0,262.79999999999995
digchem,0.188,Identification of disease-gene-chemical relationships from Medline abstracts.,"['Pathology', 'Oncology', 'Machine learning']",['Web application'],0.0,,https://bio.tools/digchem,228.0,315.0,262.79999999999995
