Tool,keywords_score,Description,Topics,Operations,Inputs,Outputs,Type,Citations,URL,biotoolsID,License,keyword_rank,citations_rank,comp_score
TALE,0.250,"Transformer-based protein function Annotation with joint sequence–Label Embedding.

For TALE+ (TALE+Diamond), please download Diamond and put the executable file into TALE/diamond/.

Input feature: sequence data (using transformer).

Output label: hierarchical nodes on directed graphs.","['Model organisms', 'Proteins', 'Machine learning', 'Ontology and terminology', 'Sequencing']","['Fold recognition', 'Gene functional annotation', 'Filtering']",[],[],[],0.0,,tale,MIT,554.0,225.0,422.4
Clinical MetaData Ontology (CMDO),0.250,A simple classification scheme for data elements of clinical data based on semantics,"['Allergy, clinical immunology and immunotherapeutics', 'Preclinical and clinical studies', 'Ontology and terminology']","['Ontology visualisation', 'Data retrieval', 'Ontology comparison']",[],[],['Ontology'],0.0,http://bioportal.bioontology.org/ontologies/CMDO/,CMDO,,554.0,225.0,422.4
dictyBase update 2011,0.250,"Database for the biology and genomics of the social amoeba Dictyostelium discoideum. It provides well integrated, high quality data and tools for Dictyostelium discoideum and related species. It houses the complete genome sequence, ESTs, and the entire body of literature relevant to Dictyostelium. This information is curated to provide accurate gene models and functional annotations, with the goal of fully annotating the genome to provide a reference genome in the Amoebozoa clade.","['Database management', 'Model organisms', 'Genomics', 'Gene transcripts', 'Sequencing']","['Genome annotation', 'Gene functional annotation', 'Query and retrieval', 'Annotation', 'Text annotation']","[{'data': {'term': 'gene id', 'uri': 'http://edamontology.org/data_2295'}}]","[{'data': {'term': 'gene report', 'uri': 'http://edamontology.org/data_0916'}, 'format': {'term': 'html', 'uri': 'http://edamontology.org/format_2331'}}]",['Database portal'],112.0,,dictybase_update_2011,,554.0,546.0,550.8
GOcats,0.250,Advances in gene ontology utilization improve statistical power of annotation enrichment | Welcome to GOcats’ documentation! — GOcats 1.1.5 documentation,"['Mapping', 'Microarray experiment', 'Ontology and terminology']","['Enrichment analysis', 'Ontology comparison', 'Ontology visualisation']",[],[],['Command-line tool'],4.0,,GOcats,,554.0,354.0,474.0
MESSA,0.250,"Predicting Sequence Features, Function, and Structure of Proteins Using MESSA | MEta-Server for protein Sequence Analysis (MESSA) is a tool that facilitates widespread protein sequence analysis by gathering structural (local sequence properties and three-dimensional structure) and functional (annotations from SWISS-PROT, Gene Ontology terms, and enzyme classification) predictions for a query protein of interest. MESSA uses multiple well-established tools to offer consensus-based predictions on important aspects of protein sequence analysis. Being freely available for noncommercial users and with a user-friendly interface, MESSA serves as an umbrella platform that overcomes the absence of a comprehensive tool for predictive protein analysis. This article reveals how to access MESSA via the Web and shows how to input a protein sequence to analyze using the MESSA web server","['Enzymes', 'Gene and protein families', 'Ontology and terminology']",['Protein feature detection'],[],[],['Web application'],0.0,,MESSA,,554.0,225.0,422.4
ViSEAGO,0.250,a Bioconductor package for clustering biological functions using Gene Ontology and semantic similarity | The main objective of ViSEAGO package is to carry out a data mining of biological functions and establish links between genes involved in the study,"['Functional, regulatory and non-coding RNA', 'Ontology and terminology', 'Molecular interactions, pathways and networks']","['Enrichment analysis', 'Treemap visualisation', 'Aggregation']",[],[],[],6.0,,ViSEAGO,GPL-3.0,554.0,376.0,482.79999999999995
topGO,0.250,Package that provides tools for enrichment analysis for Gene Ontology (GO) terms. Different test statistics and different methods for eliminating local similarities and dependencies between GO terms can be implemented and applied.,"['Statistics and probability', 'Data mining', 'Ontology and terminology', 'Genomics']","['Statistical calculation', 'Gene-set enrichment analysis', 'Gene functional annotation']",[],[],"['Command-line tool', 'Library']",0.0,,topgo,GPL-3.0,554.0,225.0,422.4
PHAEDRA,0.200,"semantically annotated corpus for pharmacovigilence (PV), consisting of 597 MEDLINE abstracts. Its fine-grained, multiple levels of annotation, added by domain-experts, make it a unique resource within the field, and aim to encourage the development/adaption of novel machine learning tools for extracting PV-related information from text.","['Natural language processing', 'Cheminformatics', 'Drug discovery', 'Medicinal chemistry']",['Text mining'],[],[],['Web application'],6.0,,phaedra,CC-BY-2.0,241.0,376.0,295.0
SAPP,0.200,"SAPP is a Semantic Annotation Platform with Provenance and is designed on the basis of Semantic Web and is FAIR by design. The platform and corresponding modules allows you to annotate genomes of various qualities with the full chain of provenance. Resulting is a RDF genome data model which you can query and analyse using SPARQL. Various modules are available which allows you to annotate, visualise and export to various formats.","['Computational biology', 'Omics', 'Genomics']","['Genome annotation', 'Sequence database search', 'Query and retrieval', 'Gene prediction', 'Coding region prediction', 'Sequence conversion']","[{'data': {'term': 'sequence', 'uri': 'http://edamontology.org/data_2044'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]","[{'data': {'term': 'sequence', 'uri': 'http://edamontology.org/data_2044'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]",['Command-line tool'],18.0,http://sapp.gitlab.io,sapp,Apache-2.0,241.0,440.0,320.6
Semantic Body Browser,0.200,A web application for intuitively exploring the body of an organism from the organ to the sub-cellular level and visualising expression profiles by means of semantically annotated illustrations. It is used to comprehend biological and medical data related to the different body structures while relying on the strong pattern recognition capabilities of human users.,"['Anatomy', 'Physiology', 'Zoology']",['Visualisation'],[],[],['Web application'],3.0,http://www.mybiosoftware.com/semantic-body-browser-1-5-1-graphically-exploring-an-organisms-body.html,semantic_body_browser,,241.0,330.0,276.6
SimConcept,0.188,A hybrid approach by integrating a machine learning model  with a pattern identification strategy to identify individual mentions from a composite named entity.,"['Data identity and mapping', 'Data mining', 'Machine learning']",['Named-entity and concept recognition'],[],[],['Command-line tool'],8.0,http://www.mybiosoftware.com/simconcept-hybrid-approach-for-simplifying-composite-named-entities-in-biomedical-text.html,simconcept,,238.0,385.0,296.79999999999995
LP-HCLUS,0.188,"Prediction of new associations between ncRNAs and diseases exploiting multi-type hierarchical clustering.

The system LP-HCLUS and all the necessary files(lphclus.zip).","['Gene transcripts', 'Functional, regulatory and non-coding RNA', 'Oncology', 'Pathology']","['Named-entity and concept recognition', 'Relation extraction', 'Clustering']",[],[],['Command-line tool'],13.0,,lp-hclus,,238.0,415.0,308.79999999999995
IAMBEE,0.188,Identification of Adaptive Mutations in Bacterial Evolution Experiments (IAMBEE) - web server designed for network-based genotype-phenotype mapping of clonal populations that display the same focal phenotype.,"['Genotype and phenotype', 'Molecular interactions, pathways and networks', 'Genetic variation']","['Named-entity and concept recognition', 'Genotyping', 'Scaffolding']",[],[],"['Web application', 'Web service']",0.0,,IAMBEE,Unlicense,238.0,225.0,232.79999999999998
DigSee,0.188,Web server for understanding the association between diseases and genes. This cancer version searches Medline abstracts for evidence sentences describing the genes involved in the development of cancer through biological events.,"['Gene expression', 'Oncology', 'Molecular interactions, pathways and networks', 'Pathology']","['Named-entity and concept recognition', 'Gene expression profiling', 'Query and retrieval', 'Differential gene expression analysis', 'Gene expression analysis']",[],[],['Web application'],37.0,,digsee,Unlicense,238.0,489.0,338.4
RippleNet,0.188,"A Recurrent Neural Network for Sharp Wave Ripple (SPW-R) Detection.

This repository contains files for RippleNet, a recurrent neural network with LSTM layers for detecting sharp-wave ripples in single-channel LFP signals measured in hippocampus CA1.","['Imaging', 'Statistics and probability', 'Machine learning', 'Biomarkers']","['Named-entity and concept recognition', 'Deposition', 'Feature extraction']",[],[],[],0.0,,ripplenet,MIT,238.0,225.0,232.79999999999998
Gene Expression Atlas,0.188,"Semantically enriched database of meta-analysis based summary statistics over a curated subset of ArrayExpress Archive, servicing queries for condition-specific gene expression patterns as well as broader exploratory searches for biologically interesting genes/samples.","['Gene expression', 'Functional, regulatory and non-coding RNA', 'Model organisms', 'Experimental design and studies']","['Differential gene expression analysis', 'Gene expression profiling', 'Gene expression analysis']",[],[],['Database portal'],119.0,,gene_expression_atlas,,238.0,548.0,362.0
dbCRID,0.188,"A database of Chromosomal Rearrangements In Diseases (dbCRID, http://dbCRID.biolead.org) is a database of human CR events and their associated diseases. For each reported CR event, dbCRID documents the type of the event, the disease or symptoms associated, and--when possible--detailed information about the CR event including precise breakpoint positions, junction sequences, genes and gene regions disrupted and experimental techniques applied to discover/analyze the CR event.","['DNA', 'Molecular interactions, pathways and networks', 'Pathology']","['Named-entity and concept recognition', 'Gene set testing', 'Genetic mapping', 'Indel detection']",[],[],['Database portal'],34.0,,dbcrid,,238.0,485.0,336.79999999999995
BERT-GT,0.188,Bidirectional Encoder Representations from Transformers with Graph Transformer (BERT-GT) is a tool for cross-sentence n-ary relation extraction.,"['Natural language processing', 'Machine learning', 'Pathology']","['Regression analysis', 'Named-entity and concept recognition', 'Relation extraction']",[],[],['Script'],0.0,,bert-gt,Freeware,238.0,225.0,232.79999999999998
