Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
imgt mab-db,0.117,"IMGT/mAb-DB is the IMGT® database for monoclonal antibodies (mAb) or immunoglobulins (IG), fusion proteins for immune applications (FPIA) and composite proteins for clinical applications (CPCA).
IMGT/mAb-DB provides links to IMGT/2Dstructure-DB and IMGT/3Dstructure-DB.","['Immunogenetics', 'Immunoinformatics', 'Allergy, clinical immunology and immunotherapeutics', 'Immunology']",['Database portal'],149.0,,https://bio.tools/imgt mab-db,2872.0,3900.0,3283.2
dinucleotide property database (diprodb),0.117,"Database which is designed to collect and analyse thermodynamic, structural and other dinucleotide properties. The table presenting all the dinucleotide properties can be pruned and rearranged by different criteria. The database contains different export and analysis functions.",['Nucleic acid structure analysis'],['Database portal'],45.0,,https://bio.tools/dinucleotide property database (diprodb),2872.0,3489.0,3118.8
fastqvalidator,0.117,Checking that FastQ files are follows standards.,"['Data quality management', 'Sequence analysis']",['Command-line tool'],15.0,,https://bio.tools/fastqvalidator,2872.0,3090.0,2959.2
itsonedb,0.117,A comprehensive collection of the fungal ribosomal RNA Internal Transcribed Spacer 1 (ITS1) sequences aimed at supporting metagenomic surveys of fungal environmental communities.,['Metagenomics'],['Database portal'],50.0,,https://bio.tools/itsonedb,2872.0,3526.0,3133.6000000000004
drugevar,0.117,"A database triangulating between drugs, genes and pharmacogenomics biomarkers in regulatory agencies-approved drugs","['Pharmacogenomics', 'Pharmacology']",['Database portal'],12.0,,https://bio.tools/drugevar,2872.0,3000.0,2923.2
findpeaks 4.0 (vancouver short read package),0.117,"The Vancouver Short Read Analysis Package (VSRAP) contains the FindPeaks application for Chip-Seq and RNA-Seq analysis, as well as utilities for SNP finding, working with aligned sequence files and a nascent database for storing SNPs across multiple libraries.",['Genomics'],['Suite'],205.0,,https://bio.tools/findpeaks 4.0 (vancouver short read package),2872.0,3975.0,3313.2
affycompatible,0.117,This package provides an interface to Affymetrix chip annotation and sample attribute files. The package allows an easy way for users to download and manage local data bases of Affynmetrix NetAffx annotation files. The package also provides access to GeneChip Operating System (GCOS) and GeneChip Command Console (AGCC)-compatible sample annotation files.,"['Microarray experiment', 'Database management']","['Command-line tool', 'Library']",671.0,,https://bio.tools/affycompatible,2872.0,4332.0,3456.0
vic,0.117,a computational tool for assessing clinical impacts of somatic variants | A Computational Tool for Assessing Clinical Impacts of Somatic Variants Following the AMP-ASCO-CAP 2017 Guidelines | Variant Interpretation for Cancer (VIC) | Clinical Interpretations of Variants in Cancer | java -jar target/VIC-1.0-jar-with-dependencies.jar [-b ] [-d ] [-h] [-input_type ] [-i ] [-cancer_type ] [-convert2annovar ] [-l ] [-skip_annovar] [-o ] [-annotate_variation ] [-table_annovar ] [-s ] [-otherinfo ] [-db ],"['Pathology', 'Oncology', 'Allergy, clinical immunology and immunotherapeutics']",[],0.0,https://civicdb.org/releases,https://bio.tools/vic,2872.0,2330.0,2655.2
manor,0.117,"Importation, normalization, visualization, and quality control functions to correct identified sources of variability in array-CGH experiments.","['Microarray experiment', 'Molecular genetics']","['Command-line tool', 'Library']",67.0,http://bioinfo.curie.fr/projects/manor/index.html,https://bio.tools/manor,2872.0,3627.0,3174.0
organismdbi,0.117,The package enables a simple unified interface to several annotation packages each of which has its own schema by taking advantage of the fact that each of these packages implements a select methods.,"['Data mining', 'Database management']","['Command-line tool', 'Library']",671.0,,https://bio.tools/organismdbi,2872.0,4332.0,3456.0
spidermass,0.117,"Semantic chemical database generation, metabolite identification and ''de novo'' formula generation.",['Metabolomics'],"['Command-line tool', 'Desktop application']",6.0,http://ms-utils.org,https://bio.tools/spidermass,2872.0,2798.0,2842.4
hla-arena,0.117,"A Customizable Environment for the Structural Modeling and Analysis of Peptide-HLA Complexes for Cancer Immunotherapy.

A customizable environment for the structural modeling and analysis of peptide-HLA complexes.","['Small molecules', 'Oncology', 'Workflows']",['Command-line tool'],0.0,,https://bio.tools/hla-arena,2872.0,2330.0,2655.2
twofeat,0.117,Find neighbouring pairs of features in sequence(s).,"['Sequence sites, features and motifs']",['Command-line tool'],4828.0,http://emboss.open-bio.org/html/adm/ch01s01.html,https://bio.tools/twofeat,2872.0,4502.0,3524.0
tvt viewer,0.117,"Automated, web-based, database searching of the TKO standard, returning traditional figures of merit, such as peptide and protein counts, scan-specific ion accumulation times, as well as the TKO-specific metric, the IFI (interference-free index).","['Data quality management', 'Proteomics']",['Web application'],0.0,,https://bio.tools/tvt viewer,2872.0,2330.0,2655.2
mzid,0.117,A parser for mzIdentML files implemented using the XML package. The parser tries to be general and able to handle all types of mzIdentML files with the drawback of having less 'pretty' output than a vendor specific parser. Please contact the maintainer with any problems and supply an mzIdentML file so the problems can be fixed quickly.,['Data management'],"['Command-line tool', 'Library']",671.0,,https://bio.tools/mzid,2872.0,4332.0,3456.0
sc1cc,0.117,"Computational cell cycle analysis of single cell RNA-Seq data.

SC1: scRNA-Seq Analysis Pipeline.","['Cell biology', 'RNA-Seq', 'Mapping', 'Gene expression']",[],0.0,,https://bio.tools/sc1cc,2872.0,2330.0,2655.2
mlodisdb,0.117,"A manually curated database of the relations between membraneless organelles and diseases.

Membraneless organelles (MLOs) play important roles in the temporal and spatial regulation of various biological processes, and emerging evidence supports that liquid-liquid phase separation (LLPS) is underlying the assembly of MLOs. Dysfunction of MLOs and LLPS are associated with various pathological processes.

MloDisDB aims to gather MLOs and LLPS related diseases from the dispersed literature. Each entry was assigned with one of the three evidence levels based on original publication: Direct experiment, Indirect experiment, Clinical Investigation. The functional factors, changes of MLOs and changes of the factors were recorded, the components of MLOs and LLPS related predictions were integrated (go to About for detail).","['Cell biology', 'Pathology', 'Data submission, annotation and curation', 'Medical informatics', 'Literature and language']",['Web application'],0.0,,https://bio.tools/mlodisdb,2872.0,2330.0,2655.2
annonex2embl,0.117,Automatic preparation of annotated DNA sequences for bulk submissions to ENA.,"['Sequencing', 'Model organisms', 'Sequence analysis', 'DNA', 'Genetic variation']",['Command-line tool'],0.0,,https://bio.tools/annonex2embl,2872.0,2330.0,2655.2
prokaryotic protein phosphatase database (pptasedb),0.117,Prokaryotic protein phosphatases.,['Gene and protein families'],['Database portal'],0.0,,https://bio.tools/prokaryotic protein phosphatase database (pptasedb),2872.0,2330.0,2655.2
scconsensus,0.117,"combining supervised and unsupervised clustering for cell type identification in single-cell RNA sequencing data.

An approach combining semi-supervised and unsupervised clustering for cell type annotation in single-cell RNA-seq data.","['Transcriptomics', 'RNA-Seq', 'Cell biology', 'RNA']",[],0.0,,https://bio.tools/scconsensus,2872.0,2330.0,2655.2
samirix,0.117,"SAMIRIX is a custom-developed intraretinal segmentation pipeline. It modularly includes import filters for OCT data, a 3rd-party segmentation algorithm, a user interface for controlling and correcting segmentation results, and batch-operations for processing multiple OCT images.","['Workflows', 'Tomography', 'Medical imaging']",[],0.0,,https://bio.tools/samirix,2872.0,2330.0,2655.2
seal,0.117,"Seal is a suite of distributed applications for aligning short DNA reads, manipulating and analyzing short read alignments. It is generally run on the Hadoop framework, which makes it particularly well suited for processing large data sets.","['Sequencing', 'Mapping']",['Suite'],75.0,,https://bio.tools/seal,2872.0,3667.0,3190.0
dbgap,0.117,"The Database of Genotypes and Phenotypes (dbGAP) is a National Institutes of Health-sponsored repository charged to archive and distribute the data and results from studies that have investigated the interaction of genotype and phenotype in humans. Information in dbGaP is organized as a hierarchical structure and includes the accessioned objects, phenotypes (as variables and datasets), various molecular assay data (SNP and Expression Array data, Sequence and Epigenomic marks), analyses and documents.","['Experimental design and studies', 'Epigenomics', 'Genotype and phenotype', 'Rare diseases']","['Web application', 'Database portal']",185.0,,https://bio.tools/dbgap,2872.0,3954.0,3304.8
unfinnigan,0.117,Reading Thermo .raw files without MsFileReader.,"['Proteomics', 'Proteomics experiment']",['Command-line tool'],0.0,http://ms-utils.org,https://bio.tools/unfinnigan,2872.0,2330.0,2655.2
ice,0.117,"Cloud-based freely open-source DNA part, plasmid, microbial strain, and Arabidopsis seed repository with physical sample tracking capabilities.","['Microbiology', 'Microbial collection', 'DNA']",['Command-line tool'],89.0,http://www.mybiosoftware.com/ice-4-5-3-biological-part-registry-platform-and-tools.html,https://bio.tools/ice,2872.0,3723.0,3212.4
nutritional phenotype database (dbnp),0.117,"An open source application suite to store biological studies. The central module (GSCF) stores the study design, which links out to modules that contain the measurements of specific measurement platforms.","['Data management', 'Nutritional science']",['Web application'],54.0,,https://bio.tools/nutritional phenotype database (dbnp),2872.0,3550.0,3143.2
motifdb,0.117,"More than 2000 annotated position frequency matrices from nine public sources, for multiple organisms.","['Data architecture, analysis and design', 'Nucleic acid sites, features and motifs', 'Sequence analysis']","['Command-line tool', 'Library']",671.0,,https://bio.tools/motifdb,2872.0,4332.0,3456.0
pamogk,0.117,"A Pathway Graph Kernel based Multi-Omics Clustering Approach for Discovering Cancer Patient Subgroups.

Install dependencies: if using virtual env omit --user parts.

pip install -r requirements.txt --user.

For mosek set environment variable MOSEKLM_LICENSE_FILE to your license file install mosek package with","['Oncology', 'Molecular biology', 'Molecular interactions, pathways and networks']",['Library'],0.0,http://github.com/tastanlab/pamogk,https://bio.tools/pamogk,2872.0,2330.0,2655.2
